,data,labels,generalisation,group
498,Who died 1 feet from where John F. Kennedy did ?,3,ID,train
499,What is the `` coppertop '' battery ?,2,ID,train
500,What sign is The Water Carrier the zodiacal symbol for ?,1,ID,train
501,What animals do you find in the stock market ?,1,ID,test
502,What is color ?,2,ID,train
503,When is the site www.questions.com going to open ?,5,ID,train
504,What did Shostakovich write for Rostropovich ?,1,ID,validation
505,What first name was Nipsy Russell given at birth ?,3,ID,train
506,How can I get some free technical information on Electric Vehicle ?,2,ID,train
507,Who is the youngest of the Beatles ?,3,ID,validation
508,How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,2,ID,test
509,What is a Jellicle Cat ?,2,ID,validation
510,What is the second hardest substance ?,1,ID,train
511,Why did several San Diego schools stop serving apples to students ?,2,ID,validation
512,When is Bastille Day ?,5,ID,train
513,What makes a tornado turn ?,2,ID,train
514,How many shots can a stock M16 hold ?,5,ID,train
515,What two colors are you blind to if you suffer from protanopia ?,1,ID,train
516,Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?,2,ID,train
517,Who is Coronado ?,3,ID,train
518,What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?,1,ID,validation
519,What is artificial intelligence ?,2,ID,test
520,What do flatfish eat ?,1,ID,train
521,Who was the first Holy Roman Emperor ?,3,ID,validation
522,What can I use to remove the stubborn gummed labels from some diskettes ?,1,ID,train
523,What day of the week sees the most fatal car accidents ?,5,ID,train
524,"What is the origin of the word , magic ?",2,ID,train
525,What sport do you shag flies in ?,1,ID,train
526,What is white chocolate ?,2,ID,train
527,Name the organization that is presided by a Security Council .,3,ID,validation
528,"Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?",3,ID,train
529,What kind of wine is Spumante ?,1,ID,train
530,Who portrayed portly criminologist Carl Hyatt on Checkmate ?,3,ID,train
531,How do you say I love you in Spanish ?,1,ID,train
532,What does the name Gina mean ?,2,ID,train
533,What is the most advanced handheld calculator in the world ?,1,ID,train
534,How fast is light ?,5,ID,train
535,What is the belt of low pressure around the equator called ?,1,ID,train
536,What are shooting stars ?,2,ID,train
537,Whom did the Chicago Bulls beat in the 1993 championship ?,3,ID,train
538,When was the first American encyclopedia published ?,5,ID,train
539,How is Easter Sunday 's date determined ?,2,ID,validation
540,What is the Motto for the State of Maryland ?,2,ID,train
541,Who is Desmond Tutu ?,3,ID,train
542,Name a tiger that is extinct .,1,ID,train
543,How many quarters equal a pound ?,5,ID,train
544,What kind of books does Fodor 's publish ?,1,ID,train
545,"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?",3,ID,test
546,What chapter of the Bible has the most verses ?,5,ID,train
547,Who is the worst US President ever ?,3,ID,test
548,What Asian leader was known as The Little Brown Saint ?,3,ID,train
549,How fast does the fastest car go ?,5,ID,train
550,Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?,3,ID,train
551,How long should a person wash their hands before they are clean ?,5,ID,test
552,How can I find a phone number of someone if I only know their email address ?,2,ID,test
553,How can you contact play producers and promoters on-line ?,2,ID,train
554,Who is the monarch of the United Kingdom ?,3,ID,train
555,What is a fear of passing high objects ?,1,ID,validation
556,What do players try to do when the music stops in a game of musical chairs ?,2,ID,train
557,What are the top ten most common girl names in the US ?,3,ID,train
558,Why is black the color of mourning in the West ?,2,ID,validation
559,What is the rarest coin ?,1,ID,train
560,What Judith Rossner novel was made into a film starring Diane Keaton ?,1,ID,test
561,What is a fear of parasites ?,1,ID,test
562,In what Olympic Games did Nadia Comaneci become popular ?,1,ID,train
563,Who does data collection in tourism ?,3,ID,test
564,What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?,3,ID,train
565,What does a nihilist believe in ?,2,ID,train
566,What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?,2,ID,validation
567,"In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?",1,ID,train
568,Who were the four famous founders of United Artists ?,3,ID,train
569,What 2 statues did France give to other countries ?,1,ID,train
570,What are amphibians ?,2,ID,train
571,How many sperm cells are in an average ejaculation ?,5,ID,validation
572,Name the disposable razor that `` costs about 19 cents . '',1,ID,train
573,How far do you have to run if you hit a home run ?,5,ID,train
574,Who was the only U.S. President to wear a Nazi uniform ?,3,ID,train
575,Woodrow Wilson served as president of what university ?,3,ID,train
576,What 's the nickname of oddsmaker Jimmy Snyder ?,3,ID,test
577,What is the fear of being loved ?,1,ID,train
578,What was the number of people that Randy Steven Craft was convicted of killing ?,5,ID,train
579,What was Queen Victoria 's title regarding India ?,3,ID,train
580,How is a hydrogen bomb different from a nuclear bomb ?,2,ID,validation
581,How far can a man travel in outer space ?,5,ID,train
582,What type of food makes you fat ?,1,ID,train
583,What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?,1,ID,test
584,What was the U.S. highway death toll in 1969 ?,5,ID,train
585,"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?",1,ID,test
586,What are the shortest and the longest songs ever produced ?,1,ID,train
587,What letter is to the right of K on a typewriter keyboard ?,1,ID,train
588,"What is the origin and the meaning of the name , `` Hajo ? ''",2,ID,test
589,What is the plural of gulf ?,1,ID,train
590,Whose autobiography is titled Yes I Can ?,3,ID,train
591,What year did the United States pass the Copyright law ?,5,ID,train
592,What percentage of Americans own their homes ?,5,ID,train
593,What 's the first day of the week ?,5,ID,train
594,"Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?",3,ID,train
595,What is Bombay duck ?,2,ID,validation
596,How many degrees cooler is the inside of a cucumber than the air outside ?,5,ID,test
597,What double talking `` professor '' holds a doctorate in Nothing ?,3,ID,train
598,What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?,3,ID,train
599,How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?,5,ID,train
600,What is a virtual IP address ?,2,ID,train
601,What was the name of the cook on Rawhide ?,3,ID,train
602,What is the wingspan of a condor ?,5,ID,validation
603,What facial feature typically contains about 55 hairs ?,2,ID,train
604,"Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage .",3,ID,test
605,How can I transport files from one computer to another ?,2,ID,train
606,What 's the literary term for a play on words ?,1,ID,train
607,What color were their horses ?,1,ID,train
608,What does an average daycare provider get paid in New England ?,5,ID,train
609,What author landed a 468-pound marlin without harness in the early 193 's ?,3,ID,test
610,How many Americans fought for the British in the American Revolution ?,5,ID,train
611,What kind of education do I need to become a flight attendant ?,1,ID,validation
612,What are the two languages of Malta ?,1,ID,train
613,How many oceans are there and name them ?,5,ID,train
614,What happened during the Blackhawk Indian war of 1832 ?,2,ID,test
615,How many pairs of legs does a lobster have ?,5,ID,test
616,What does the Latin ante mortem mean ?,2,ID,train
617,What does the name Shawn mean ?,2,ID,test
618,"What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?",3,ID,train
619,What do you call a group of geese ?,1,ID,test
620,"Who delivered his last newscast on March 6 , 1981 ?",3,ID,train
621,"How many times has `` Louie , Louie '' been recorded ?",5,ID,train
622,How is Answers.com different from KnowPost.com ?,2,ID,train
623,What percent liked Thatcher after she had been in power for a decade ?,5,ID,test
624,What was Mel Gibson 's first movie ?,1,ID,train
625,Why was the L.A. office of Shea and Gould closed ?,2,ID,train
626,How do I start a bank ?,2,ID,train
627,How do Ouija Boards work ?,2,ID,test
628,What horse did Zorro ride ?,1,ID,train
629,How do you get a broken cork out of a bottle ?,2,ID,validation
630,How do you determine heating requirements for your home ?,2,ID,test
631,What former major-league left-handed baseball pitcher was known as `` Space Man '' ?,3,ID,test
632,"Which hair care product told us `` hate that gray , wash it away '' ?",1,ID,train
633,Why did the chicken cross the road ?,2,ID,train
634,What was Michelangelo 's last name ?,3,ID,test
635,Who is Barbara Jordan ?,3,ID,train
636,Who was the Democratic nominee in the American presidential election ?,3,ID,train
637,What was Connecticut 's first constitution called ?,1,ID,train
638,What historical event happened in Dogtown in 1899 ?,1,ID,train
639,What is being done about the millennium bug ?,2,ID,train
640,What was the claim to fame of King Camp Gillette ?,2,ID,train
641,What is the most common kind of skin cancer in the U.S. ?,1,ID,train
642,What is Olestra ?,2,ID,train
643,How many fingers are used to draw a bow ?,5,ID,train
644,What are two plants that clothes are made from ?,1,ID,test
645,When was Hurricane Hugo ?,5,ID,train
646,What is the most heavily caffeinated soft drink ?,1,ID,train
647,What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?,3,ID,test
648,What was the price of Varian Associates ' vacuum products division ?,5,ID,validation
649,When was `` the Great Depression '' ?,5,ID,train
650,What language is mostly spoken in Brazil ?,1,ID,train
651,What college produced the most winning Super Bowl quarterbacks ?,3,ID,validation
652,How do you solve `` Rubik 's Cube '' ?,2,ID,test
653,What is prepared mustard ?,2,ID,train
654,What classical Spanish writer warned : `` All that glitters is not gold '' ?,3,ID,test
655,What does `` antidisestablishmentarianism '' mean ?,2,ID,train
656,What actor married John F. Kennedy 's sister ?,3,ID,train
657,What does a topophobic actor suffer from ?,1,ID,test
658,Who fired Maria Ybarra from her position in San Diego council ?,3,ID,test
659,"The italian artist , Maurizio Pellegrin , is how old ?",5,ID,train
660,What type of hunting are retrievers used for ?,1,ID,test
661,What is Colin Powell best known for ?,2,ID,train
662,Who was the first black golfer to tee off in the Masters ?,3,ID,train
663,What U.S. President showed a fondness for munching on bee pollen bars ?,3,ID,train
664,What is measured in curies ?,2,ID,train
665,Whose cover is that of an employee of Universal Import and Export ?,3,ID,test
666,What former president 's daughter has written a book titled Murder in the White House ?,3,ID,train
667,What fictional character is known as the `` melancholy Dane '' ?,3,ID,train
668,Italy is the largest producer of what ?,1,ID,train
669,What longtime game show host dropped dead while jogging in Central Park in 1984 ?,3,ID,train
670,"What is the meaning of W.B. Yeat 's poem , `` The Three Hermits ? ''",2,ID,test
671,Who were the `` filthiest people alive ? '',3,ID,train
672,What infectious disease is the world 's deadliest ?,1,ID,train
673,What is Spumante ?,2,ID,train
674,In what year did Ireland elect its first woman president ?,5,ID,test
675,What is an isthmus ?,2,ID,validation
676,What was the name of the orca that died of a fungal infection ?,1,ID,train
677,What is Mississippi 's state animal ?,1,ID,validation
678,What 's the origin of the word ` news ' ?,2,ID,train
679,What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?,1,ID,train
680,How many months does a normal human pregnancy last ?,5,ID,train
681,How do fuel injectors work ?,2,ID,train
682,How can your school march in the Macy 's Thanksgiving Parade ?,2,ID,train
683,What is the real name of disc jockey `` Wolfman Jack '' ?,3,ID,train
684,What Italian liner was hijacked in 1985 ?,1,ID,train
685,What soap was touted as being `` for people who like people '' ?,1,ID,train
